time,x,y,z,MF
19:46:52:286,21.91,27.19,-17.55,39.09
19:46:52:300,21.64,26.91,-17.82,38.86
19:46:52:318,21.41,26.69,-18.04,38.68
19:46:52:331,21.80,27.08,-17.41,38.88
19:46:52:345,21.91,27.19,-17.23,38.94
19:46:52:360,22.58,26.86,-15.92,38.53
19:46:52:390,22.41,26.93,-16.28,38.63
19:46:52:405,21.41,27.36,-18.37,39.30
19:46:52:420,21.41,27.24,-17.28,38.72
19:46:52:435,21.41,27.03,-15.43,37.78
19:46:52:452,20.89,27.34,-16.34,38.09
19:46:52:471,20.58,27.53,-16.90,38.30
19:46:52:480,22.38,27.67,-18.39,40.06
19:46:52:495,22.75,27.70,-18.70,40.43
19:46:52:530,20.91,27.19,-16.57,38.10
19:46:52:540,21.20,26.84,-16.54,37.99
19:46:52:555,22.42,25.34,-16.41,37.60
19:46:52:570,22.64,26.03,-16.33,38.17
19:46:52:586,22.92,26.86,-16.24,38.86
19:46:52:602,22.80,26.98,-16.13,38.83
19:46:52:615,22.75,27.03,-16.08,38.81
19:46:52:630,22.75,28.28,-17.00,40.08
19:46:52:660,22.74,28.13,-17.03,39.98
19:46:52:675,22.58,25.18,-16.57,37.66
19:46:52:690,22.84,26.15,-16.72,38.53
19:46:52:705,23.42,28.37,-17.06,40.55
19:46:52:720,22.71,27.66,-16.20,39.28
19:46:52:735,22.08,27.03,-15.43,38.16
19:46:52:750,23.88,27.28,-15.68,39.50
19:46:52:787,24.42,27.36,-15.75,39.91
19:46:52:795,23.42,26.69,-16.41,39.11
19:46:52:810,23.31,26.96,-16.39,39.23
19:46:52:827,22.58,28.88,-16.24,40.10
19:46:52:840,22.76,27.87,-16.42,39.55
19:46:52:855,23.08,26.02,-16.73,38.60
19:46:52:874,22.78,26.12,-16.64,38.44
19:46:52:886,22.58,26.19,-16.57,38.34
19:46:52:900,23.31,27.50,-16.43,39.61
19:46:52:915,23.42,27.70,-16.41,39.81
19:46:52:945,23.25,27.19,-16.90,39.57
19:46:52:960,23.29,27.08,-17.08,39.59
19:46:52:978,23.42,26.69,-17.72,39.68
19:46:52:990,23.57,26.84,-17.56,39.81
19:46:53:6,23.75,27.03,-17.39,39.96
19:46:53:29,23.29,26.10,-17.16,38.96
19:46:53:35,23.08,25.68,-17.06,38.52
19:46:53:50,22.62,27.38,-16.91,39.34
19:46:53:80,22.53,27.40,-16.91,39.30
19:46:53:95,21.75,25.34,-17.06,37.50
19:46:53:110,22.17,25.87,-17.02,38.08
19:46:53:125,23.25,27.19,-16.90,39.57
19:46:53:140,22.89,26.65,-16.19,38.68
19:46:53:155,22.58,26.19,-15.59,37.93
19:46:53:170,23.38,25.92,-16.37,38.55
19:46:53:185,23.58,25.85,-16.57,38.72
19:46:53:215,22.58,25.18,-18.21,38.41
19:46:53:230,22.51,25.32,-18.14,38.43
19:46:53:251,21.91,26.52,-17.55,38.62
19:46:53:260,21.98,26.83,-16.88,38.57
19:46:53:274,22.08,27.36,-15.75,38.53
19:46:53:290,22.49,27.36,-15.35,38.60
19:46:53:304,22.75,27.36,-15.10,38.66
19:46:53:323,22.89,27.22,-16.07,39.03
19:46:53:336,22.92,27.19,-16.24,39.10
19:46:53:364,23.75,26.69,-16.73,39.45
19:46:53:381,23.79,26.87,-16.84,39.64
19:46:53:400,23.92,27.53,-17.23,40.33
19:46:53:409,23.47,26.93,-17.08,39.60
19:46:53:424,22.92,26.19,-16.90,38.68
19:46:53:439,23.72,26.99,-16.56,39.57
19:46:53:456,24.09,27.36,-16.41,39.98
19:46:53:472,22.48,26.07,-16.41,38.14
19:46:53:500,22.43,26.01,-16.40,38.06
19:46:53:515,22.92,25.85,-16.24,38.17
19:46:53:530,23.05,25.80,-16.29,38.24
19:46:53:544,23.42,25.68,-16.41,38.43
19:46:53:559,23.16,25.24,-16.49,38.02
19:46:53:574,22.92,24.84,-16.57,37.64
19:46:53:589,23.18,26.93,-16.06,38.99
19:46:53:604,23.25,27.53,-15.92,39.39
19:46:53:634,22.92,26.19,-16.24,38.40
19:46:53:650,23.13,26.26,-16.22,38.57
19:46:53:664,24.42,26.69,-16.08,39.59
19:46:53:679,24.04,26.69,-16.69,39.61
19:46:53:695,23.42,26.69,-17.72,39.68
19:46:53:709,23.52,25.98,-17.03,38.96
19:46:53:724,23.58,25.51,-16.57,38.49
19:46:53:739,22.61,26.50,-16.71,38.63
19:46:53:754,22.42,26.69,-16.73,38.66
19:46:53:784,24.59,25.85,-14.94,38.67
19:46:53:800,24.42,26.01,-15.22,38.79
19:46:53:814,23.75,26.69,-16.41,39.32
19:46:53:831,23.14,26.69,-16.41,38.95
19:46:53:845,22.42,26.69,-16.41,38.52
19:46:53:859,23.37,26.45,-17.11,39.22
19:46:53:876,23.75,26.35,-17.39,39.51
19:46:53:889,22.81,26.35,-16.16,38.42
19:46:53:920,22.74,26.37,-16.09,38.36
19:46:53:935,22.08,27.70,-16.73,39.18
19:46:53:950,22.51,27.46,-16.78,39.27
19:46:53:979,23.58,26.86,-16.90,39.54
19:46:53:983,23.14,26.95,-15.76,38.86
19:46:54:3,22.75,27.03,-14.77,38.29
19:46:54:25,23.89,25.37,-15.89,38.30
19:46:54:27,24.25,24.84,-16.24,38.33
19:46:54:39,24.25,26.83,-15.60,39.38
19:46:54:70,24.12,26.77,-15.63,39.28
19:46:54:85,23.25,26.19,-15.92,38.47
19:46:54:100,23.49,26.19,-16.03,38.66
19:46:54:114,23.92,26.19,-16.24,39.01
19:46:54:129,23.31,26.19,-17.03,38.98
19:46:54:144,22.92,26.19,-17.55,38.97
19:46:54:159,23.50,26.19,-17.27,39.19
19:46:54:174,23.58,26.19,-17.23,39.23
19:46:54:204,23.92,25.85,-16.90,39.06
19:46:54:219,23.84,26.00,-16.90,39.11
19:46:54:234,23.58,26.52,-16.90,39.31
19:46:54:249,23.66,26.13,-16.82,39.06
19:46:54:264,23.75,25.68,-16.73,38.78
19:46:54:279,23.98,25.68,-17.19,39.12
19:46:54:294,24.09,25.68,-17.39,39.27
19:46:54:309,23.31,25.83,-17.54,38.97
19:46:54:340,23.32,25.86,-17.49,38.96
19:46:54:357,24.42,26.02,-16.41,39.27
19:46:54:369,24.13,25.82,-16.97,39.21
19:46:54:388,23.42,25.34,-18.37,39.09
19:46:54:399,24.19,25.26,-17.61,39.16
19:46:54:414,24.92,25.18,-16.90,39.25
19:46:54:429,24.29,26.57,-16.03,39.41
19:46:54:464,24.09,27.03,-15.75,39.48
19:46:54:476,23.25,27.87,-16.90,40.03
19:46:54:489,23.30,27.70,-16.91,39.96
19:46:54:509,23.75,26.35,-17.06,39.37
19:46:54:521,23.94,26.42,-16.63,39.34
19:46:54:534,24.25,26.52,-15.92,39.31
19:46:54:554,23.42,26.10,-16.73,38.85
19:46:54:568,22.92,25.85,-17.23,38.60
19:46:54:579,23.34,26.28,-17.64,39.33
19:46:54:597,23.42,26.35,-17.72,39.46
19:46:54:623,23.08,27.36,-15.10,38.85
19:46:54:641,23.19,26.88,-15.42,38.71
19:46:54:658,23.58,25.18,-16.57,38.27
19:46:54:670,23.88,25.33,-16.42,38.49
19:46:54:683,24.25,25.51,-16.24,38.77
19:46:54:702,23.56,26.21,-16.69,39.00
19:46:54:731,23.42,26.61,-16.69,39.18
19:46:54:732,24.71,27.34,-15.15,39.84
19:46:54:761,24.64,27.33,-15.18,39.81
19:46:54:778,22.08,26.69,-17.06,38.61
19:46:54:794,22.60,26.58,-17.16,38.89
19:46:54:807,23.75,26.35,-17.39,39.51
19:46:54:823,23.94,27.48,-16.47,39.99
19:46:54:835,24.09,28.37,-15.75,40.41
19:46:54:849,23.43,26.92,-15.88,39.06
19:46:54:867,23.25,26.52,-15.92,38.70
19:46:54:893,24.25,25.85,-16.90,39.27
19:46:54:914,24.23,25.97,-16.87,39.32
19:46:54:926,24.09,26.69,-16.73,39.65
19:46:54:941,23.23,25.45,-16.46,38.18
19:46:54:958,22.58,24.50,-16.24,37.07
19:46:54:971,23.29,26.03,-15.35,38.15
19:46:54:984,23.75,27.03,-14.77,38.90
19:46:55:4,23.33,25.19,-16.56,38.12
19:46:55:18,23.25,24.84,-16.90,37.99
19:46:55:49,23.08,25.01,-17.06,38.07
19:46:55:61,23.22,25.01,-17.06,38.15
19:46:55:74,23.75,25.01,-17.06,38.48
19:46:55:88,23.60,25.47,-16.76,38.56
19:46:55:107,23.42,26.02,-16.41,38.66
19:46:55:119,23.18,25.78,-15.70,38.06
19:46:55:133,23.08,25.68,-15.43,37.82
19:46:55:153,24.81,26.16,-16.20,39.52
19:46:55:180,24.80,26.02,-16.24,39.45
19:46:55:196,23.92,24.84,-16.24,38.12
19:46:55:210,23.66,25.42,-15.89,38.18
19:46:55:224,23.08,26.69,-15.10,38.38
19:46:55:243,23.62,26.69,-16.15,39.13
19:46:55:256,24.09,26.69,-17.06,39.79
19:46:55:269,23.18,25.77,-16.68,38.47
19:46:55:289,22.92,25.51,-16.57,38.09
19:46:55:299,22.92,25.84,-16.89,38.45
19:46:55:328,22.92,25.94,-16.68,38.42
19:46:55:343,22.92,26.52,-15.26,38.23
19:46:55:358,22.92,26.04,-15.38,37.94
19:46:55:373,22.92,25.18,-15.59,37.44
19:46:55:388,23.02,25.89,-16.29,38.28
19:46:55:403,23.08,26.35,-16.73,38.83
19:46:55:418,22.50,25.47,-17.02,38.01
19:46:55:433,22.42,25.34,-17.06,37.89
19:46:55:463,23.25,26.19,-14.94,38.07
19:46:55:478,23.13,26.38,-15.12,38.21
19:46:55:493,22.75,27.03,-15.75,38.68
19:46:55:508,23.22,26.39,-15.75,38.52
19:46:55:523,23.75,25.68,-15.75,38.36
19:46:55:537,23.63,25.80,-16.09,38.51
19:46:55:553,23.58,25.85,-16.24,38.58
19:46:55:568,23.12,26.32,-16.70,38.81
19:46:55:597,23.08,26.24,-16.65,38.71
19:46:55:613,23.08,24.67,-15.43,37.14
19:46:55:627,23.13,25.11,-15.76,37.60
19:46:55:642,23.25,26.19,-16.57,38.74
19:46:55:658,23.07,26.74,-17.11,39.24
19:46:55:675,22.92,27.19,-17.55,39.66
19:46:55:691,23.19,26.38,-17.55,39.26
19:46:55:703,23.25,26.19,-17.55,39.17
19:46:55:733,22.42,25.34,-16.08,37.46
19:46:55:747,22.64,25.46,-16.41,37.81
19:46:55:762,23.75,26.02,-18.04,39.58
19:46:55:777,23.01,25.41,-18.50,38.95
19:46:55:796,21.91,24.50,-19.19,38.06
19:46:55:812,21.81,24.82,-19.91,38.57
19:46:55:826,21.75,25.01,-20.33,38.88
19:46:55:840,21.31,24.86,-19.91,38.32
19:46:55:855,21.25,24.84,-19.84,38.24
19:46:55:883,21.58,23.49,-21.48,38.46
19:46:55:897,21.50,23.19,-21.92,38.48
19:46:55:913,21.25,22.15,-23.44,38.62
19:46:55:928,21.40,22.60,-23.29,38.87
19:46:55:942,21.58,23.16,-23.11,39.19
19:46:55:957,20.88,21.52,-23.34,38.00
19:46:55:972,20.58,20.80,-23.44,37.49
19:46:55:987,20.42,20.97,-24.86,38.40
19:46:56:17,20.36,20.94,-24.91,38.39
19:46:56:32,19.41,20.30,-24.91,37.54
19:46:56:47,19.25,20.46,-25.48,37.92
19:46:56:63,18.91,20.80,-26.71,38.78
19:46:56:77,18.72,20.05,-26.52,38.15
19:46:56:92,18.57,19.46,-26.38,37.68
19:46:56:107,18.31,18.93,-27.41,38.01
19:46:56:145,18.24,18.79,-27.69,38.11
19:46:56:152,18.41,17.27,-28.50,38.08
19:46:56:167,18.06,17.19,-28.43,37.81
19:46:56:182,16.24,16.77,-28.02,36.46
19:46:56:197,16.17,16.83,-27.95,36.42
19:46:56:214,16.07,16.94,-27.85,36.34
19:46:56:228,15.96,16.62,-29.40,37.36
19:46:56:242,15.90,16.43,-30.30,37.96
19:46:56:257,15.15,15.07,-29.57,36.48
19:46:56:272,15.07,14.92,-29.49,36.32
19:46:56:308,16.57,13.07,-31.94,38.28
19:46:56:321,16.49,12.98,-32.10,38.35
19:46:56:332,16.24,12.73,-32.59,38.57
19:46:56:347,16.78,12.03,-32.36,38.39
19:46:56:362,17.41,11.22,-32.10,38.20
19:46:56:377,15.36,9.40,-33.40,37.94
19:46:56:392,14.57,8.70,-33.90,37.91
19:46:56:407,14.72,7.26,-34.98,38.64
19:46:56:437,14.81,7.05,-35.03,38.68
19:46:56:452,15.57,5.67,-34.88,38.62
19:46:56:467,14.99,5.08,-35.14,38.54
19:46:56:482,13.73,3.82,-35.70,38.44
19:46:56:497,14.45,2.54,-35.17,38.11
19:46:56:517,15.07,1.46,-34.72,37.87
19:46:56:527,14.94,0.54,-34.84,37.91
19:46:56:542,14.90,0.29,-34.88,37.93
19:46:56:572,16.91,-1.06,-33.90,37.90
19:46:56:588,17.02,-1.45,-33.97,38.02
19:46:56:601,17.74,-3.92,-34.39,38.89
19:46:56:618,18.01,-4.46,-33.73,38.50
19:46:56:632,18.41,-5.26,-32.76,37.94
19:46:56:647,18.52,-5.81,-33.72,38.90
19:46:56:662,18.57,-6.10,-34.23,39.42
19:46:56:677,18.43,-8.62,-32.07,37.98
19:46:56:707,18.41,-8.95,-31.82,37.83
19:46:56:723,18.57,-8.46,-33.57,39.29
19:46:56:737,18.73,-8.85,-33.27,39.19
19:46:56:752,19.24,-10.14,-32.26,38.91
19:46:56:767,19.00,-11.18,-32.50,39.27
19:46:56:782,18.74,-12.32,-32.76,39.70
19:46:56:797,18.97,-11.85,-32.07,39.10
19:46:56:811,19.08,-11.65,-31.77,38.85
19:46:56:829,19.23,-13.37,-30.71,38.62
19:46:56:859,19.23,-13.56,-30.64,38.63
19:46:56:874,19.08,-14.34,-30.79,38.96
19:46:56:889,19.17,-14.34,-30.99,39.16
19:46:56:903,19.41,-14.34,-31.45,39.64
19:46:56:919,20.33,-14.34,-30.73,39.54
19:46:56:934,21.08,-14.34,-30.14,39.48
19:46:56:948,21.21,-15.03,-30.80,40.31
19:46:56:964,21.25,-15.18,-30.96,40.50
19:46:56:994,19.08,-15.69,-30.47,39.22
19:46:57:8,19.48,-15.69,-30.58,39.50
19:46:57:26,21.41,-15.69,-31.12,40.90
19:46:57:39,21.55,-15.55,-30.32,40.32
19:46:57:53,21.75,-15.35,-29.16,39.48
19:46:57:69,22.17,-14.50,-29.99,40.01
19:46:57:83,22.42,-14.01,-30.47,40.33
19:46:57:100,21.98,-14.74,-28.34,38.77
19:46:57:128,21.91,-14.85,-28.02,38.55
19:46:57:143,22.08,-16.02,-29.81,40.41
19:46:57:158,21.89,-15.68,-29.85,40.20
19:46:57:174,21.25,-14.51,-29.98,39.50
19:46:57:188,22.38,-14.74,-29.61,39.93
19:46:57:203,23.75,-15.01,-29.16,40.50
19:46:57:219,22.12,-14.78,-28.93,39.30
19:46:57:234,21.41,-14.68,-28.83,38.80
19:46:57:249,21.90,-15.50,-30.58,40.68
19:46:57:279,21.91,-15.54,-30.58,40.70
19:46:57:294,21.91,-15.86,-29.65,40.13
19:46:57:312,21.22,-15.59,-29.70,39.69
19:46:57:325,19.74,-15.01,-29.81,38.78
19:46:57:336,20.78,-14.16,-29.72,38.93
19:46:57:351,21.58,-13.50,-29.65,39.08
19:46:57:367,20.52,-14.04,-30.43,39.29
19:46:57:382,20.24,-14.17,-30.63,39.36
19:46:57:412,21.58,-14.51,-30.96,40.43
19:46:57:428,21.39,-14.76,-30.98,40.44
19:46:57:443,20.41,-16.02,-31.12,40.52
19:46:57:458,20.61,-15.70,-31.31,40.64
19:46:57:473,20.91,-15.18,-31.61,40.83
19:46:57:489,19.74,-14.86,-31.51,40.04
19:46:57:503,19.08,-14.68,-31.45,39.60
19:46:57:523,19.98,-14.07,-30.56,39.13
19:46:57:531,20.08,-14.01,-30.47,39.08
19:46:57:562,19.91,-14.17,-30.96,39.44
19:46:57:577,20.08,-14.21,-30.92,39.51
19:46:57:592,20.75,-14.34,-30.79,39.80
19:46:57:606,20.20,-14.11,-30.56,39.26
19:46:57:623,19.58,-13.84,-30.30,38.64
19:46:57:637,20.18,-14.45,-30.66,39.45
19:46:57:653,20.41,-14.68,-30.79,39.75
19:46:57:668,20.57,-13.56,-31.57,40.05
19:46:57:698,20.55,-13.50,-31.49,39.95
19:46:57:713,20.24,-13.50,-30.30,38.86
19:46:57:729,20.24,-14.15,-30.20,39.01
19:46:57:744,20.24,-15.52,-29.98,39.36
19:46:57:759,20.15,-13.78,-30.06,38.73
19:46:57:771,20.08,-12.32,-30.14,38.25
19:46:57:786,20.86,-12.59,-30.40,38.96
19:46:57:843,21.08,-12.66,-30.47,39.15
19:46:57:845,19.91,-14.51,-30.30,39.06
19:46:57:848,19.91,-14.27,-30.35,39.00
19:46:57:862,19.91,-12.83,-30.63,38.72
19:46:57:878,20.05,-13.24,-30.36,38.72
19:46:57:893,20.24,-13.84,-29.98,38.73
19:46:57:909,20.02,-14.28,-30.41,39.11
19:46:57:924,19.91,-14.51,-30.63,39.31
19:46:57:936,19.91,-13.32,-31.21,39.34
19:46:57:951,19.91,-13.17,-31.28,39.35
19:46:57:982,20.75,-14.68,-30.79,39.93
19:46:57:997,21.10,-14.48,-30.75,40.01
19:46:58:12,22.25,-13.84,-30.63,40.31
19:46:58:28,21.21,-14.08,-30.71,39.89
19:46:58:43,20.08,-14.34,-30.79,39.46
19:46:58:59,21.13,-14.93,-30.68,40.14
19:46:58:74,21.58,-15.18,-30.63,40.43
19:46:58:88,20.02,-14.56,-31.55,40.10
19:46:58:116,20.06,-14.36,-31.51,40.02
19:46:58:132,21.91,-12.49,-30.30,39.43
19:46:58:147,21.66,-12.75,-30.55,39.56
19:46:58:162,21.08,-13.33,-31.12,39.88
19:46:58:178,20.43,-12.68,-31.21,39.40
19:46:58:193,19.91,-12.16,-31.28,39.02
19:46:58:209,20.45,-11.88,-30.75,38.80
19:46:58:225,20.58,-11.82,-30.63,38.75
19:46:58:252,20.24,-11.48,-31.61,39.26
19:46:58:267,20.42,-11.48,-31.73,39.44
19:46:58:283,21.25,-11.48,-32.26,40.30
19:46:58:302,20.90,-10.72,-32.20,39.86
19:46:58:310,20.41,-9.63,-32.10,39.24
19:46:58:331,20.20,-8.99,-32.52,39.32
19:46:58:342,20.08,-8.62,-32.76,39.38
19:46:58:357,18.78,-7.61,-32.61,38.40
19:46:58:388,18.58,-7.45,-32.59,38.25
19:46:58:406,19.08,-7.62,-33.08,38.94
19:46:58:419,19.11,-7.50,-32.97,38.84
19:46:58:431,19.24,-7.11,-32.59,38.51
19:46:58:446,19.01,-6.11,-32.22,37.90
19:46:58:462,18.74,-4.93,-31.77,37.22
19:46:58:478,19.21,-4.69,-33.15,38.60
19:46:58:494,19.41,-4.59,-33.74,39.19
19:46:58:508,17.94,-2.79,-33.90,38.45
19:46:58:536,17.91,-2.69,-33.86,38.40
19:46:58:551,17.91,-1.73,-33.25,37.80
19:46:58:567,18.12,-1.51,-33.46,38.08
19:46:58:583,18.57,-1.06,-33.90,38.67
19:46:58:598,18.67,0.38,-33.43,38.29
19:46:58:613,18.74,1.46,-33.08,38.05
19:46:58:631,17.81,2.67,-33.47,38.01
19:46:58:641,17.57,2.98,-33.57,38.01
19:46:58:671,19.74,3.15,-31.12,36.99
19:46:58:687,19.77,3.12,-31.40,37.24
19:46:58:703,19.91,2.98,-32.92,38.59
19:46:58:718,19.84,3.70,-32.60,38.34
19:46:58:730,19.74,4.83,-32.10,37.99
19:46:58:747,18.53,6.54,-32.81,38.25
19:46:58:762,18.07,7.18,-33.08,38.38
19:46:58:778,19.35,9.33,-32.11,38.63
19:46:58:798,19.58,9.70,-31.94,38.70
19:46:58:824,18.57,9.70,-30.96,37.38
19:46:58:836,18.57,9.99,-30.75,37.29
19:46:58:852,18.57,11.05,-29.98,36.96
19:46:58:867,18.89,10.89,-29.98,37.07
19:46:58:883,19.24,10.71,-29.98,37.20
19:46:58:899,20.46,12.18,-29.02,37.54
19:46:58:910,20.91,12.73,-28.67,37.70
19:46:58:926,19.32,14.34,-29.60,38.15
19:46:58:958,19.24,14.41,-29.50,38.05
19:46:58:974,19.24,14.41,-28.02,36.92
19:46:58:985,19.19,14.36,-28.28,37.07
19:46:59:1,19.08,14.25,-28.83,37.39
19:46:59:16,19.53,14.15,-28.02,36.97
19:46:59:35,19.91,14.08,-27.36,36.65
19:46:59:49,20.17,16.20,-27.88,38.03
19:46:59:60,20.24,16.77,-28.02,38.42
19:46:59:91,19.74,16.94,-27.52,37.87
19:46:59:107,19.89,16.89,-27.47,37.89
19:46:59:122,20.75,16.60,-27.20,38.02
19:46:59:140,21.02,16.74,-26.93,38.04
19:46:59:151,21.41,16.94,-26.54,38.08
19:46:59:166,21.10,17.04,-25.83,37.46
19:46:59:182,20.91,17.11,-25.40,37.08
19:46:59:199,21.50,18.30,-25.98,38.37
19:46:59:210,21.58,18.45,-26.05,38.53
19:46:59:242,21.58,18.79,-25.73,38.48
19:46:59:257,21.50,18.79,-25.80,38.48
19:46:59:273,21.25,18.79,-26.05,38.51
19:46:59:286,21.57,19.27,-26.37,39.14
19:46:59:308,21.91,19.80,-26.71,39.82
19:46:59:317,21.44,19.89,-24.96,38.45
19:46:59:333,21.08,19.96,-23.60,37.42
19:46:59:345,21.39,20.59,-23.29,37.74
19:46:59:376,21.56,20.76,-23.18,37.86
19:46:59:392,23.25,22.15,-22.13,39.00
19:46:59:412,22.79,22.00,-22.48,38.84
19:46:59:420,21.75,21.64,-23.27,38.51
19:46:59:436,22.68,22.40,-22.54,39.04
19:46:59:453,23.42,22.99,-21.97,39.49
19:46:59:474,22.87,23.54,-20.89,38.91
19:46:59:503,22.75,23.66,-20.66,38.78
19:46:59:516,23.42,23.66,-18.70,38.18
19:46:59:527,23.24,23.84,-19.22,38.44
19:46:59:544,22.42,24.67,-21.64,39.74
19:46:59:555,22.68,25.07,-20.36,39.46
19:46:59:571,23.08,25.68,-18.37,39.11
19:46:59:587,23.73,24.60,-18.16,38.70
19:46:59:603,24.09,24.00,-18.04,38.49
19:46:59:614,23.80,25.75,-18.89,39.83
19:46:59:652,23.75,26.00,-19.02,40.02
19:46:59:663,23.92,24.84,-18.53,39.15
19:46:59:677,23.52,24.84,-18.61,38.94
19:46:59:690,22.25,24.84,-18.86,38.31
19:46:59:715,22.79,25.38,-18.18,38.65
19:46:59:726,23.42,26.02,-17.39,39.09
19:46:59:740,23.65,25.07,-17.16,38.50
19:46:59:782,23.75,24.67,-17.06,38.26
19:46:59:783,23.59,27.14,-17.22,39.87
19:46:59:799,23.52,27.13,-17.25,39.83
19:46:59:809,22.42,26.02,-17.72,38.64
19:46:59:829,22.58,25.96,-17.12,38.43
19:46:59:841,22.92,25.85,-15.92,38.03
19:46:59:857,23.40,27.10,-15.63,39.07
19:46:59:873,23.75,28.03,-15.43,39.85
19:46:59:885,23.08,26.82,-16.34,38.98
19:46:59:901,22.92,26.52,-16.57,38.77
19:46:59:933,22.58,26.19,-16.24,38.20
19:46:59:945,22.87,26.24,-16.30,38.43
19:46:59:961,24.25,26.52,-16.57,39.57
19:46:59:977,23.66,26.45,-16.64,39.19
19:46:59:989,22.75,26.35,-16.73,38.63
19:47:00:6,23.47,26.25,-16.23,38.77
19:47:00:24,23.92,26.19,-15.92,38.87
19:47:00:37,22.78,25.32,-16.20,37.71
19:47:00:49,22.58,25.18,-16.24,37.52
19:47:00:80,22.25,27.19,-16.57,38.85
19:47:00:97,22.50,27.08,-16.68,38.96
19:47:00:112,23.42,26.69,-17.06,39.39
19:47:00:124,22.78,26.53,-17.68,39.18
19:47:00:141,22.08,26.35,-18.37,38.98
19:47:00:157,22.57,27.09,-17.17,39.22
19:47:00:172,22.75,27.36,-16.73,39.32
19:47:00:185,23.23,26.88,-16.26,39.07
19:47:00:216,23.28,26.86,-16.28,39.09
19:47:00:232,23.58,26.86,-16.57,39.40
19:47:00:245,23.09,26.69,-16.62,39.01
19:47:00:261,22.08,26.35,-16.73,38.24
19:47:00:277,22.36,26.63,-16.64,38.55
19:47:00:292,22.58,26.86,-16.57,38.81
19:47:00:311,22.48,27.77,-16.47,39.34
19:47:00:326,22.42,28.37,-16.41,39.71
19:47:00:350,23.58,27.19,-16.57,39.63
19:47:00:365,23.51,26.97,-16.55,39.42
19:47:00:381,23.08,25.68,-16.41,38.23
19:47:00:394,22.67,26.93,-16.27,38.78
19:47:00:410,22.08,28.71,-16.08,39.63
19:47:00:426,22.71,27.03,-17.10,39.22
19:47:00:443,23.08,26.02,-17.72,39.03
19:47:00:454,22.49,26.62,-16.26,38.45
19:47:00:471,22.42,26.69,-16.08,38.38
19:47:00:499,23.75,26.69,-15.75,39.05
19:47:00:516,23.46,27.06,-15.95,39.21
19:47:00:531,22.58,28.20,-16.57,39.75
19:47:00:551,23.07,27.71,-17.21,39.95
19:47:00:560,23.58,27.19,-17.88,40.19
19:47:00:576,23.11,27.43,-16.71,39.57
19:47:00:592,22.92,27.53,-16.24,39.33
19:47:00:604,24.02,27.06,-16.71,39.85
19:47:00:636,24.00,26.91,-16.65,39.72
19:47:00:649,23.08,25.68,-15.75,37.95
19:47:00:665,23.08,26.65,-16.22,38.81
19:47:00:681,23.08,27.70,-16.73,39.75
19:47:00:693,22.61,27.79,-16.64,39.51
19:47:00:709,22.25,27.87,-16.57,39.32
19:47:00:725,21.97,27.31,-16.84,38.89
19:47:00:742,21.91,27.19,-16.90,38.80
19:47:00:770,24.42,27.03,-16.41,39.95
19:47:00:786,24.05,27.09,-16.59,39.84
19:47:00:802,22.42,27.36,-17.39,39.41
19:47:00:815,22.98,27.36,-17.11,39.62
19:47:00:830,23.75,27.36,-16.73,39.91
19:47:00:847,23.21,26.60,-16.84,39.12
19:47:00:859,22.92,26.19,-16.90,38.68
19:47:00:875,22.47,27.51,-17.04,39.40
19:47:00:903,22.40,27.69,-17.06,39.49
19:47:00:920,21.58,27.19,-16.90,38.61
19:47:00:935,21.82,27.11,-16.90,38.69
19:47:00:949,22.58,26.86,-16.90,38.95
19:47:00:964,22.50,26.78,-16.67,38.75
19:47:00:981,22.42,26.69,-16.41,38.52
19:47:00:993,23.01,27.29,-15.82,39.04
19:47:01:9,23.25,27.53,-15.59,39.26
19:47:01:25,22.92,28.19,-16.23,39.79
19:47:01:55,22.89,28.10,-16.18,39.69
19:47:01:71,22.58,26.52,-15.26,38.03
19:47:01:83,22.25,26.63,-15.91,38.18
19:47:01:100,21.58,26.86,-17.23,38.52
19:47:01:116,22.16,27.83,-17.41,39.61
19:47:01:130,22.58,28.54,-17.55,40.41
19:47:01:144,22.45,27.86,-16.63,39.46
19:47:01:187,22.42,27.70,-16.41,39.23
19:47:01:189,22.92,27.19,-15.92,38.96
19:47:01:208,22.86,27.13,-15.75,38.82
19:47:01:220,22.58,26.86,-14.94,38.14
19:47:01:235,22.65,26.52,-15.52,38.18
19:47:01:252,22.75,26.02,-16.41,38.26
19:47:01:263,22.10,27.33,-16.83,38.97
19:47:01:280,21.75,28.03,-17.06,39.37
19:47:01:297,22.21,26.03,-17.21,38.30
19:47:01:310,22.25,25.85,-17.23,38.21
19:47:01:330,21.68,27.29,-16.66,38.63
19:47:01:354,21.89,27.12,-16.35,38.50
19:47:01:371,22.75,26.02,-15.75,37.98
19:47:01:383,22.99,26.58,-15.52,38.42
19:47:01:399,23.25,27.19,-15.26,38.90
19:47:01:416,22.88,26.82,-15.62,38.56
19:47:01:428,22.75,26.69,-15.75,38.44
19:47:01:445,23.07,27.34,-16.70,39.47
19:47:01:474,22.96,27.38,-16.62,39.41
19:47:01:490,21.91,27.53,-15.59,38.49
19:47:01:503,22.25,27.42,-15.81,38.68
19:47:01:519,22.92,27.19,-16.24,39.10
19:47:01:547,23.29,27.19,-16.06,39.24
19:47:01:548,23.58,27.19,-15.92,39.36
19:47:01:569,23.72,27.06,-16.57,39.61
